contig 	 read_length
*	935
*	363
NM_000977.4	916
NM_033251.2	1
NM_001243131.1	1
*	512
NR_152600.1	349
NR_152599.1	1
NR_002599.2	1
NR_152598.1	1
NR_046235.3	1983
NR_003286.4	1
*	543
NM_001607.4	1669
NR_024024.2	1
NM_001130410.2	1
*	343
*	950
*	1829
NM_015693.4	729
NM_001288636.2	583
NM_001288639.2	1
NM_001288634.2	1
NM_001288633.2	1
NM_001288640.2	1
NM_001288638.2	1
NM_001317813.2	367
NR_002728.3	383
NR_110456.2	1
NR_145975.1	1
NR_145973.1	1
NR_145974.1	1
NR_047469.1	1
NM_000551.4	1826
NM_198156.3	1
NM_001354723.2	1
NM_198156.3	123
NM_000551.4	1
NM_001354723.2	1
*	778
*	2373
*	364
NM_003769.3	1253
NM_004048.4	328
NM_016039.3	262
NR_003287.4	1188
NR_046235.3	1
NR_046235.3	921
NR_003287.4	1
*	880
*	951
*	325
NM_006009.4	2161
NM_001270400.2	1
NM_001270399.2	1
NM_006009.4	871
NM_001270399.2	1
NM_001270400.2	1
*	1018
*	1739
*	496
NM_016824.5	4716
NM_001320594.2	1
NM_001320593.2	1
NM_001320592.2	1
NM_001320591.2	1
NM_001121.4	1
NR_046235.3	414
NR_003286.4	1
NM_001300.6	1531
NM_001160124.2	1
NM_001160125.2	1
NR_027653.2	1
NM_001686.4	3944
NM_001686.4	571
*	1168
NM_001025357.3	1735
*	573
*	596
*	520
*	3319
NM_001190702.2	255
NM_001190470.2	1
*	230
*	6067
NM_015420.7	1601
NM_001190470.2	705
NM_001190702.2	1
*	3390
*	619
NR_046235.3	451
NR_003286.4	1
*	423
*	2850
*	515
NM_001190702.2	455
NM_001190470.2	1
NM_001190452.2	1
*	203
*	476
NM_001330484.2	2188
NM_013388.6	1
NR_138479.2	1
NM_001330486.2	1
NM_001330485.2	1
NM_001330487.2	652
NM_013388.6	1
NR_046235.3	314
NR_003287.4	1
NM_001006.5	938
NM_001357.5	3808
NR_033302.2	1
*	1004
*	1636
*	643
*	246
NR_046235.3	748
NR_003286.4	1
NM_016139.4	863
NM_001320327.2	1
*	1272
NM_024652.6	392
*	770
*	380
*	1141
*	560
NM_173587.4	647
NM_001363648.2	1
NR_046235.3	1788
NR_003286.4	1
NM_005801.4	892
NM_005801.4	160
NM_003890.2	230
NM_003890.2	1
NM_003890.2	1
*	295
*	1397
NM_020702.5	1366
NM_001318477.2	1
NM_173808.3	1
NM_001164178.1	1
NM_001164183.2	1
NM_001776.6	1
NM_001320421.2	151
*	559
*	888
NR_027423.2	1223
NR_152825.1	1
NR_152826.1	1
NR_015352.2	1
NM_145265.3	1
NR_151706.1	289
NR_152825.1	283
NR_152826.1	1
NM_001190702.2	1353
NM_001190702.2	445
NM_001190470.2	848
NM_001190702.2	1
NM_005868.6	827
NM_005868.6	228
NM_001317739.2	1
NR_133908.2	1
NR_133909.2	1
*	577
NM_001207014.3	353
NM_001235.5	1
NM_006761.5	462
NR_024058.2	1
*	1567
*	349
*	1421
NM_002952.4	974
NR_046235.3	794
NR_003287.4	1
*	1997
*	542
NM_001320408.2	543
NM_001320410.2	1
NM_033276.4	1
NM_001320409.2	1
NM_152367.3	451
NM_001366307.2	1
NM_001366305.2	1
NM_001366306.2	1
NR_002728.3	1
NR_047469.1	1
NM_152367.3	182
*	1147
*	825
*	2024
*	659
*	390
NM_001321701.2	867
NM_001321702.2	1
NM_001321704.2	1
NM_001013.4	1
NR_135762.2	1
NR_135763.2	1
NM_001013.4	182
*	1127
*	543
NR_046235.3	1322
NR_003286.4	1
NR_046235.3	461
NR_003287.4	1
*	555
NM_015600.5	1272
NM_001365953.1	1337
NM_183416.4	1
*	1748
*	583
NM_005563.4	950
NM_203401.2	1
NM_203399.2	1
*	1550
*	830
NR_046235.3	534
NR_003286.4	1
*	414
*	2437
NM_005030.6	1093
NM_005030.6	195
*	528
*	876
*	308
NR_046235.3	1262
NR_003287.4	1
*	951
NR_046235.3	909
NR_003287.4	1
*	705
NM_016289.4	3088
NM_001130849.2	1
NM_001130850.2	1
*	599
*	2736
NM_178014.4	262
NM_001293213.2	1
NM_001293216.2	1
NR_120608.2	1
NM_001293215.2	1
NM_001293214.2	1
*	351
*	500
*	1347
NM_001308051.2	856
NM_001308049.2	1
NM_001308050.2	1
NM_001330680.2	1
NR_131751.2	1
NM_001308047.2	1
NR_046235.3	498
NR_003286.4	1
*	298
NM_021074.5	1073
NR_003286.4	1774
NR_046235.3	1
NM_138773.4	5534
NM_001303250.3	1
NR_138151.2	1
NM_001303249.3	1
NM_138773.4	2196
NM_001303250.3	1
NR_138151.2	1
NM_145280.7	192
NM_001330130.2	1
NM_001127395.4	1
NM_001330137.2	1
NM_001330134.2	1
NM_001386206.1	1
NM_001322820.2	2297
NM_000636.4	1
NM_001322815.2	1
NM_001322814.2	1
NM_001322819.2	1
NR_002728.3	1
NR_002728.3	1036
*	660
NM_003096.4	885
NM_001317166.2	1
NM_001317165.2	1
NM_001317171.2	1
NM_001317166.2	313
NM_003096.4	1
NM_001317169.2	1
*	2116
NR_046235.3	394
NR_003286.4	1
*	920
NM_012465.4	557
NM_001330361.2	1
NM_152290.4	1
*	1836
NR_046235.3	654
NR_003287.4	1
NM_152829.3	2802
NM_015641.4	1
*	2335
NR_040244.1	4966
NR_003287.4	276
NR_046235.3	1
*	762
NM_001190470.2	332
NM_001190702.2	1
*	4241
NR_003287.4	1487
NR_046235.3	1
NR_026589.1	1413
NR_003521.1	1
NR_036650.1	1
NR_146103.1	1
NR_146104.1	1
NR_130931.1	824
NM_001355197.2	1
NM_001378474.1	1
NR_145973.1	1
NR_145974.1	1
NR_002728.3	1
NR_046235.3	966
*	407
NM_001190452.2	266
NR_046235.3	1057
NR_003287.4	1
NM_001142730.3	920
NR_003287.4	340
NR_046235.3	1
*	1093
*	222
*	404
NM_001366305.2	1406
NM_001366306.2	1
NM_001366307.2	1
NM_152400.3	1
NM_001145204.3	1
NM_152367.3	1
NM_001366307.2	585
*	512
*	978
*	1114
NR_003286.4	193
NR_046235.3	1
NR_147245.2	2478
NR_147247.2	1
NR_147249.2	1
NM_001127183.4	1
NM_001202515.1	1
NM_001351593.2	1
NR_133909.2	238
*	313
NM_001190702.2	1453
NM_001190470.2	1
*	712
*	368
NM_002653.5	1137
NM_001318477.2	275
NM_173808.3	1
NM_020702.5	1
NR_040244.1	1
NR_110291.1	1
NR_033966.1	1
NM_001256847.3	2840
NM_021962.5	1
NM_001282149.2	1
NM_001322841.2	1
NM_001092.5	1
NM_001159746.3	1
NM_001092.5	74
*	3850
NR_033966.1	944
NM_001318477.2	1
NR_015362.2	1
NR_109948.1	1
NM_001378409.1	1
NR_130929.1	1
NM_001190470.2	372
*	2553
NR_003287.4	1815
NR_046235.3	1
*	644
*	619
*	413
*	285
*	823
*	227
NM_000224.3	1474
NM_199187.2	1
*	406
NR_046235.3	1809
NR_003286.4	1
NM_001190470.2	710
NM_001190702.2	1
NM_001363538.2	457
NM_001130026.3	1
NM_001039844.3	1
NM_001005179.4	1
NM_020675.4	1
NM_001139502.2	1
NR_073024.2	1705
NM_001270491.2	1
NM_012423.4	1
NM_001270491.2	758
NR_073024.2	1
NM_012423.4	1
NR_046235.3	2462
NR_003287.4	1
NR_146593.1	2424
NR_146591.1	1
NR_002728.3	1
NR_146584.3	1
NM_001031.5	446
NR_003287.4	1036
NR_046235.3	1
NM_001139517.1	1626
NM_001139518.1	1
NM_003690.5	1
NM_001316362.2	1
*	1337
*	1326
NM_001278229.1	976
NM_001105205.1	1
NM_014328.4	1
NM_001278228.1	1
NR_103478.2	1
NM_001105204.2	1
*	604
NR_003286.4	1703
NR_046235.3	1
NM_001190470.2	1168
NM_001190702.2	1
NM_001190470.2	469
NM_001190702.2	1
*	3331
NM_001363643.2	1879
NM_001278121.2	1
NM_001278122.2	1
NM_001278119.2	1
NR_026847.1	1
NM_014648.4	286
NM_006298.4	1
NR_110802.1	436
NM_016155.7	940
*	1901
NM_001190470.2	803
*	526
*	418
*	221
NR_046235.3	1526
NR_003287.4	1
NM_001102368.3	472
NM_001102369.3	1
NM_001102367.2	1
NM_001358312.2	1
NM_024952.8	1
NM_001286472.2	1
*	950
NM_001190470.2	496
NM_001190702.2	1
*	2078
*	553
NM_001017963.3	355
NM_005348.4	1
*	1205
NM_001346790.2	353
NM_001346792.2	1
NM_001346789.2	1
NM_001346791.2	1
NM_058163.3	1
*	1648
NM_016579.4	1302
NM_001165895.2	1
NR_046235.3	1801
NR_003286.4	1
NR_046235.3	758
NR_003286.4	1
*	940
*	703
NM_003329.4	494
NM_001244938.2	1
*	555
NM_001190470.2	342
NM_001190702.2	1
NM_001190470.2	97
*	552
*	1464
*	417
*	374
*	1783
NM_001190470.2	508
NM_001190702.2	1
NR_046235.3	270
NR_003287.4	1
NR_046235.3	1777
NR_003286.4	1
*	535
*	446
*	3489
*	4462
NR_003287.4	1268
NR_046235.3	1
*	307
NR_002819.4	1069
NR_145459.1	1
NR_144567.1	1
NR_145459.1	302
NR_002819.4	1
NR_144567.1	1
NM_001190702.2	478
NM_001190470.2	1
NM_001190452.2	1
NM_017918.5	1326
*	318
NM_053055.5	2636
NM_020208.4	1
NM_001385683.1	1
NM_022405.4	1
NM_001100389.2	1
NM_001351985.2	1
NR_046235.3	514
NR_003286.4	1
NR_046235.3	2248
NR_003287.4	1
NM_001190702.2	1003
NM_001190702.2	295
NM_001190470.2	375
NM_001190702.2	1
*	275
NR_003287.4	1880
NR_046235.3	1
NM_001386050.1	981
NM_001005189.2	1
NM_033017.4	1
NM_001005171.3	1
NM_001102406.2	1
NM_001253884.2	1
*	1098
NM_002822.5	2997
NR_073472.2	1
NM_001242397.2	1
NR_073473.2	1
NM_001202519.3	2674
NM_001202515.1	1
NR_147250.2	1
NR_147244.2	1
NR_147249.2	1
NM_015693.4	1
NM_015950.5	1025
NM_001300848.2	1
NM_152367.3	1289
NR_002728.3	1
NM_001366305.2	1
NM_001366306.2	1
NM_001366307.2	1
NR_125368.1	1
NR_002728.3	591
NR_003286.4	395
NR_046235.3	1
*	3259
NR_046235.3	1456
NR_003286.4	1
NM_001997.5	518
*	340
*	312
*	1777
NR_046235.3	878
NR_003287.4	1
*	1504
NM_016587.4	1834
NM_007276.5	1
NM_004637.6	994
NM_005052.3	1118
NM_001316307.2	1
NM_001145662.1	1883
NM_032638.5	1
NM_001145661.2	1
NM_001145661.2	437
NM_032638.5	1
NM_001145662.1	1
*	412
NR_002819.4	419
NR_144567.1	1
NR_145459.1	1
NR_144568.1	1
NM_000968.4	2602
NM_000968.4	1066
NR_046235.3	1415
NR_003287.4	1
NR_033770.1	3776
NR_033770.1	355
NR_033770.1	314
NR_033770.1	379
NR_033770.1	350
NM_015540.4	1548
NM_015540.4	305
NM_001754.5	461
NM_001001890.3	1
NR_003286.4	356
NR_046235.3	1
*	414
NM_002568.4	3029
NR_045679.1	2067
NR_027183.2	1
NR_045678.1	1
NR_045679.1	696
NR_027183.2	1
NR_045678.1	1
*	326
NM_000286.3	2841
NM_000286.3	1313
*	682
NM_001190470.2	487
NM_001190452.2	1
*	448
*	1548
NM_007236.5	2526
NM_007236.5	922
NM_006813.3	2232
NM_006813.3	423
NM_002496.4	857
NR_135480.1	351
*	334
*	814
*	661
*	1624
*	793
NR_120371.1	568
*	873
NM_001190702.2	1493
NM_001190702.2	423
NM_001190470.2	1
NM_001190452.2	1
*	849
*	613
NR_144347.2	1748
NR_147251.2	1
NR_147247.2	1
NR_147245.2	1
NR_147246.2	1
NR_147248.2	1
*	1038
NR_003286.4	650
NR_046235.3	1
NR_003287.4	312
NR_046235.3	1
*	671
*	1023
NR_003287.4	372
NR_046235.3	1
*	470
*	898
*	839
*	458
NM_001190470.2	710
NM_001190702.2	1
*	798
*	574
NM_001190702.2	353
NM_001190470.2	1
*	471
*	543
NR_046235.3	1547
NR_003287.4	1
NR_046235.3	1072
NR_003287.4	1
*	348
NM_001165877.1	849
NR_003287.4	733
NR_046235.3	1
NM_020702.5	3885
NM_001312646.2	426
NM_001312648.2	1
NM_005339.5	1
NM_001312647.2	1
NM_001111112.2	1
NM_001111113.2	1
NM_001312646.2	352
NM_173808.3	231
*	542
*	362
*	474
*	360
NM_001322814.2	1896
NM_000636.4	1
NR_110456.2	1
NR_145974.1	1
NR_145973.1	1
NR_145975.1	1
*	1521
NM_001003841.3	2611
NM_001003841.3	161
NR_003286.4	660
NR_046235.3	1
NR_003287.4	1682
NR_046235.3	1
*	2025
NR_003287.4	652
NR_046235.3	1
NM_001355006.2	2285
NM_002520.7	1
NM_199185.4	1
NM_001355007.2	1
NR_149149.2	1
NM_177524.2	2309
NM_177525.2	1
NM_002402.4	1
NM_001253900.1	1
NM_001253902.1	1
NM_001253901.1	1
NR_003287.4	2140
NR_046235.3	1
NM_001190452.2	1391
NM_001190702.2	1
NM_001190470.2	101
NM_001165036.2	1022
NM_001363523.2	1
NM_002541.4	1
NM_001003941.3	1
*	395
*	552
NR_046235.3	1090
NR_003286.4	1
*	1216
NM_001190470.2	450
*	2374
*	316
NM_001014.5	469
NM_001204091.2	1
NM_001203245.3	1
*	1427
NR_046235.3	1716
NR_003287.4	1
*	3803
*	744
NM_021130.5	1288
NM_001300981.2	1
NM_001300981.2	486
NM_021130.5	1
*	1601
*	556
NM_025069.3	2275
NM_025069.3	489
NM_001003693.3	3804
NM_001386793.1	283
*	645
NM_001190702.2	2317
NM_001190702.2	692
NM_001177637.2	3048
NM_001177635.2	1
NM_001177643.2	1
NM_001165928.3	1
NM_001177644.2	1
NM_004393.6	1
NM_001177634.2	1370
NM_203304.4	1947
NM_001174118.2	1
NM_001346543.2	355
NM_001346541.2	1
NM_001346542.2	1
NM_138409.4	1
NM_014399.4	1929
NM_001190452.2	975
NM_001190487.2	1
NM_001190702.2	1
NM_001190702.2	149
NM_133635.6	1556
NR_004858.3	1
NM_015227.6	1
NM_001322819.2	598
NM_001322814.2	1
NM_000636.4	1
NM_001322815.2	1
*	826
NM_003329.4	1224
NM_001244938.2	1
NM_003329.4	426
*	1813
*	1813
*	1196
NM_001159287.1	1839
NM_000365.6	1
NM_001258026.2	1
NM_001321463.2	2189
NM_020170.4	1
*	766
*	295
NR_046235.3	517
NR_003287.4	1
NM_001016.4	774
NM_001016.4	80
*	361
NR_136739.2	1456
NM_001324323.2	1
NM_001047.4	1
NM_001324322.2	1
NR_130107.1	1
NR_146749.2	123
NR_146747.2	1
*	782
*	1508
*	1845
NM_001385206.1	986
NM_001385198.1	1
NM_001385197.1	1
NM_003331.5	1
NM_001385201.1	1
NM_001385202.1	1
NR_163192.1	1726
NM_020145.4	1
NM_001369913.1	1
NM_001287045.2	1
NM_001369915.1	1
*	511
NR_046235.3	1452
NR_003287.4	1
NR_046235.3	2673
NR_003287.4	1
NR_002728.3	1354
NR_126435.1	1
NR_002728.3	581
NM_014465.4	1
NR_046235.3	1206
NR_003286.4	1
*	314
*	1380
*	2344
NM_001282234.1	1042
NM_002791.3	1
NM_001282232.1	1
NM_001282233.1	1
*	288
NR_134575.1	549
NM_016230.4	1
NM_183413.3	1
NM_001304790.2	1
NM_001330355.2	1
NM_183412.3	1
NM_014565.3	1243
NM_001386104.1	1
NM_003937.3	1
NM_001199241.2	1
NR_135520.1	1
NR_130142.2	1
NM_001350618.2	744
NM_001350617.2	1
NM_144974.5	1
NR_003287.4	1522
NR_046235.3	1
NM_001190702.2	407
NM_001190452.2	1
NM_001190470.2	1
*	494
*	543
*	1605
NM_004069.6	847
NM_001301078.3	1
NM_001301081.3	1
NM_001301076.3	1
NM_021575.5	1
*	275
NR_126435.1	565
NR_002728.3	1
NM_014465.4	1
NR_125368.1	1
NM_152400.3	1
NM_001001921.2	1
NR_125368.1	196
NM_001376561.2	1636
NM_012402.5	1
NM_001376563.2	1
NM_001376558.2	1
NM_001242855.3	1
NM_001370408.2	1
*	1068
*	293
NM_001284301.3	493
NM_018685.5	1
NM_001284302.3	1
NM_001284301.3	128
NM_018685.5	1
NM_001284302.3	1
NR_046235.3	1038
NR_003286.4	1
*	436
*	721
NR_046235.3	448
NR_003286.4	1
NM_001350151.2	1486
NM_017556.4	1
NM_001024215.1	1
NR_046235.3	2326
NR_003287.4	1
*	213
NM_001190470.2	453
NM_001190702.2	1
NR_003287.4	1100
NR_046235.3	1
*	335
NM_001190470.2	556
NM_001190702.2	1
NM_001190452.2	1
*	459
NM_182802.3	708
NM_001281520.2	1
NM_032485.6	1
NM_001281521.2	1
NM_001281522.2	1
*	1321
NR_046235.3	815
NR_003286.4	1
*	714
*	334
*	305
*	787
NM_053026.4	850
NM_053027.4	1
NM_053025.4	1
NM_053032.4	1
NM_053028.4	1
NM_053031.4	1
*	923
NM_001318792.1	2755
NM_018426.3	1
NM_018426.3	1373
NM_001318792.1	1
*	560
*	442
NM_001303494.2	1250
NM_014292.5	1
NM_003450.3	280
NM_001347868.2	1
NM_003450.3	71
NM_001347868.2	1
*	732
NM_001355006.2	868
NM_001355007.2	1
NR_149149.2	1
NM_002520.7	1
NM_199185.4	1
NM_001355010.2	1
NR_149149.2	287
*	534
*	2269
*	848
NM_001190470.2	446
NM_001190702.2	1
NM_002865.3	2734
NM_001242644.1	1
NM_001961.4	708
NM_001190452.2	634
NM_001190702.2	1
NM_001128159.3	4309
NR_046235.3	629
NR_003286.4	1
*	814
NR_033903.1	930
NR_033903.1	336
NM_001349042.2	246
*	292
NM_001190702.2	663
NM_001190487.2	1
NM_001190708.2	1
*	589
*	1548
*	414
NM_014465.4	1215
NR_126435.1	1
NM_152367.3	1
NM_152400.3	1
NR_027053.2	1
NM_152615.3	1
NR_110257.1	344
*	1170
NM_001190702.2	931
NM_001190470.2	1
NM_001190702.2	359
NM_152400.3	382
NR_169756.1	1
NM_001002923.3	1
NR_163176.1	1
NR_163177.1	1
NM_014465.4	1
*	763
*	899
*	623
*	363
NM_001636.4	1362
NM_001636.4	127
*	313
NR_046235.3	996
NR_003287.4	1
*	749
*	720
NM_021798.4	486
NM_181078.3	1
NM_181079.5	1
*	505
NM_020375.3	1505
NM_000144.5	1
NM_181425.3	1
NR_110184.1	1
NM_001918.5	4029
NM_001918.5	1592
NR_003287.4	622
NR_046235.3	1
NM_001190470.2	830
NM_001190702.2	1
NR_003287.4	1413
NR_046235.3	1
*	1170
*	1894
NM_152367.3	1009
NR_003287.4	556
NR_046235.3	1
NM_021009.7	1853
*	441
NR_104095.1	2748
NR_104097.1	1
NR_104096.1	1
NR_026716.2	1
NR_136268.1	1
NR_046370.1	1
*	1964
*	1491
*	1218
NM_001320611.2	1631
NM_002266.4	1
NM_002266.4	138
NM_001320611.2	1
NM_001190702.2	399
NM_001190470.2	1
NM_001190452.2	1
NM_001190452.2	792
NM_001190472.2	1
NM_001190708.2	1
NM_001190487.2	1
NM_001190702.2	1
*	224
NM_005139.3	2734
NM_005139.3	1209
*	596
NR_003287.4	344
NR_046235.3	1
NR_046235.3	707
NR_003287.4	1
*	996
*	240
NR_046235.3	1543
NR_003287.4	1
*	1095
NM_015235.3	594
*	946
NR_046235.3	666
NR_003287.4	1
NM_001165416.2	537
NM_005566.4	1
NM_001135239.2	1
NM_001165415.2	1
NR_028500.2	1
NM_001165414.2	1
NR_046235.3	1448
NR_003287.4	1
NM_015174.2	1079
NR_046235.3	2531
NR_003287.4	1
NR_003286.4	680
NR_046235.3	1
NM_001330311.2	628
NM_004421.3	1
NR_003287.4	1039
NR_046235.3	1
NM_032270.5	1592
NM_182548.4	1
NR_046235.3	793
NR_003287.4	1
*	831
*	593
NM_004104.5	2418
*	791
NM_002952.4	985
*	2886
*	618
NM_145296.2	827
*	1885
*	639
NM_001364571.1	3110
NM_001364567.1	1
NM_001364568.2	1
NM_001364569.1	1
NM_001364570.1	1
NM_001515.3	1
NM_001364570.1	93
NM_001376000.2	101
NM_001128617.3	785
NM_031922.5	1
NM_001286611.2	1
NM_001128617.3	279
NM_001286611.2	1
NM_031922.5	1
*	582
NR_003286.4	1699
NR_046235.3	1
NM_012094.5	775
NM_001358516.2	1
NR_046235.3	663
NR_003286.4	1
NR_003286.4	980
NR_046235.3	1
*	434
*	1028
*	1109
NM_018670.3	803
NM_001317805.2	640
NM_014294.6	1
NM_001317804.2	1
*	2153
*	3143
NM_005003.3	626
NM_002140.5	2474
NM_031262.4	1
NM_031263.4	1
NM_001318188.2	1
NM_001318187.2	1
NM_003276.2	3139
NR_046235.3	1041
NR_003287.4	1
*	854
*	661
*	265
*	3503
NM_001001937.2	2031
NM_004046.6	1
NM_001001935.3	1
NM_001257334.2	1
NM_001257335.2	1
*	361
NR_046235.3	2022
NR_003287.4	1
NM_012479.4	181
NM_001164446.3	478
*	905
*	645
*	822
NM_001128303.2	2323
NM_001350638.2	1
NM_001350640.2	1
NM_001350639.2	1
NM_001350641.2	1
NM_153218.4	1
NM_015302.2	627
*	925
NM_001184735.1	478
NM_002031.3	1
*	1503
NM_001022.4	537
NM_001321483.2	1
NM_001321484.2	1
NM_001321485.2	1
*	524
*	747
NR_003287.4	433
NR_046235.3	1
NM_001035006.5	889
NM_001199341.3	1
NM_001369558.1	1
NM_001199344.3	1
NM_001199340.2	1
NM_001199342.3	1
NM_001369561.1	71
*	385
NR_046235.3	948
NR_003286.4	1
*	3661
*	273
NM_001364299.2	3559
NM_001364301.2	1
NM_001364302.2	1
NM_001364303.2	1
NM_000436.4	1
NM_001364300.2	1
NM_001364303.2	1482
*	293
NM_138471.3	897
NM_001145409.2	547
NM_001145408.2	1
NM_001145410.2	1
NM_007363.5	1
NM_003875.3	2356
NR_046235.3	1500
NR_003286.4	1
*	1391
*	1202
*	303
*	632
NM_001374272.1	2326
NM_001377274.1	1
NM_020297.4	1
NM_001377273.1	1
NM_005691.4	1
NM_001011552.4	1
NM_001351282.2	145
NR_003287.4	1265
NR_046235.3	1
NM_001190452.2	855
NM_001190487.2	1
NM_001190708.2	1
NM_001190702.2	1
*	1460
*	385
NM_001190470.2	757
NM_001190702.2	1
NM_001190470.2	259
NM_001190702.2	1
NR_046235.3	534
NR_003287.4	1
NM_002276.5	1400
NM_152367.3	1482
NM_152400.3	1
NR_126435.1	1
NR_002728.3	1
NM_002908.4	1
NM_001291746.2	1
NM_030946.2	497
NR_003287.4	907
NR_046235.3	1
*	377
NM_001198681.2	4430
NM_017526.5	1
NM_001198681.2	1175
NM_017526.5	1
*	679
NM_001178129.2	1059
NM_024518.3	1
NM_001145678.3	1
NM_001130524.2	1
NM_032493.4	1
NM_012311.4	1
NM_001354837.2	2066
NM_001387026.1	1
NM_001387024.1	1
NM_001387025.1	1
NR_034022.1	654
NM_024813.3	1
NR_039980.1	1
NM_080283.4	1
NM_030946.2	1
NM_152436.3	1
NM_030946.2	182
NM_001003696.2	6087
NM_001685.5	1
NM_001320266.2	1
NM_001003697.2	1
NM_001003701.2	1
NM_001320267.2	1
*	3106
*	1362
*	1162
NR_126435.1	2730
NM_001322820.2	1
NM_001322815.2	1
NM_001322819.2	1
NM_000636.4	1
NM_001322814.2	1
NM_033655.5	509
*	1141
NM_001286500.2	241
NM_001018159.2	1
NM_001018160.2	1
NM_003905.4	1
*	358
NM_001008727.5	2154
NM_001308269.3	1
NM_001317122.2	247
NM_001317123.2	1
NM_012199.5	1
*	1136
NM_005746.3	2094
NM_001190470.2	437
NM_001190702.2	1
*	2627
*	870
*	391
NM_152318.3	268
NM_001184735.1	1
NM_024869.3	252
NM_004755.4	1
NM_001322230.2	1
NM_001322233.2	1
NM_001322228.2	1
NM_001322236.2	1
*	369
NM_002823.5	940
NM_001099285.2	1
NR_110133.1	321
NM_001386104.1	1
NM_014565.3	1
NM_002031.3	1
NM_003937.3	1
NM_001199241.2	1
*	6006
NR_003286.4	926
NR_046235.3	1
*	1255
*	1005
*	723
NR_024052.2	977
NR_102327.1	1
NR_102326.1	1
NR_024053.2	1
NR_037845.1	1
NM_014565.3	1
NM_022818.5	748
NM_001085481.3	1
NM_002901.4	2129
NM_001363660.2	305
NR_003287.4	680
NR_046235.3	1
NM_004229.4	2244
*	467
*	491
NM_001190702.2	1439
NM_001190470.2	1
NR_046235.3	331
NR_003287.4	1
NM_001190702.2	328
*	811
NR_046235.3	368
NR_003286.4	1
*	1481
NM_001002.4	1154
NM_053275.4	1
*	1672
NR_132964.1	375
NR_046235.3	1071
NR_003286.4	1
*	721
NR_046235.3	641
NR_003287.4	1
*	483
*	1422
*	825
*	564
*	1734
*	1126
*	1380
NR_001445.2	1901
*	798
*	2125
*	632
NM_006106.5	320
NM_001195045.2	1
NM_001282100.2	1
NM_001282098.2	1
NM_001282101.2	1
NM_001282099.2	1
*	1840
*	3279
*	584
NR_046235.3	646
NR_003287.4	1
*	4930
*	1548
*	1048
NM_003590.5	1974
NM_001257197.2	1
NM_001257197.2	179
NM_003590.5	1
NM_001257198.2	1
*	749
NM_001145204.3	668
NM_152367.3	1
NM_152400.3	1
NM_001291746.2	1
NM_002908.4	1
NR_126435.1	1
*	1988
NM_030649.3	702
NR_046235.3	593
NR_003286.4	1
*	714
*	255
NM_001190702.2	1095
NM_001190470.2	1
*	189
NM_001384548.1	935
NM_001242559.2	1
NM_001384562.1	1
NM_001242560.2	1
NM_001384476.1	1
NM_001384488.1	1
NM_001384491.1	346
*	586
NR_145484.1	899
*	196
*	428
*	392
*	441
*	732
NM_003754.3	470
*	402
NM_001826.3	815
NR_024163.2	1
*	255
*	501
*	1680
NM_199077.3	1065
NM_017649.5	1
NM_199076.3	1
NR_160733.1	165
NM_002908.4	445
NM_001291746.2	1
NM_152367.3	1
NM_152400.3	1
NR_047679.1	1
NR_125368.1	1
NR_003287.4	544
NR_046235.3	1
NR_003287.4	1171
NR_046235.3	1
*	3402
NR_003286.4	631
NR_046235.3	1
NR_003287.4	904
NR_046235.3	1
*	326
*	950
NM_001286273.2	881
NM_003295.4	1
NM_001286272.2	1
NM_153451.3	1603
NM_001004339.3	295
NM_001307931.2	1
*	378
NM_001260493.2	1892
NM_001260492.2	1
NM_002906.4	1
NR_003287.4	279
NR_046235.3	1
*	2058
NR_003287.4	356
NR_046235.3	1
*	289
*	1190
NM_001190470.2	235
NM_001098786.2	934
NM_013332.4	1
NM_001098786.2	408
NM_013332.4	1
*	331
*	877
NM_001100595.2	279
NM_182620.4	1
NM_001330399.2	1
NM_033091.3	1298
NM_033017.4	1
NM_174909.5	1
NM_001136575.2	145
NM_006055.3	1
NM_001136574.2	1
NR_136248.1	1
*	421
NM_001379557.1	4055
NM_001379561.1	1
NM_001379556.1	1
NM_001379559.1	1
NM_001329451.2	1
NM_001379560.1	1
*	944
*	804
NM_004482.4	2168
*	634
*	983
*	480
*	1143
NM_001081550.2	4399
NM_001081550.2	291
NM_031262.4	1540
NM_001318188.2	1
NM_002140.5	1
NM_031263.4	1
NM_001318186.2	1
NM_001318187.2	1
*	3450
*	2186
*	628
NM_001190470.2	703
NM_001190702.2	1
NM_001190470.2	224
NM_001190702.2	1
*	944
*	1274
*	510
NM_001353072.2	979
NM_001353070.2	1
NM_001258030.2	1
NM_001353073.2	1
NM_001353074.2	1
NM_001353069.2	1
NM_001324020.2	4079
NM_001285449.2	1
NM_001324021.2	1
*	965
NR_046235.3	1432
NR_003287.4	1
NR_145975.1	529
NR_110456.2	1
NR_145973.1	1
NR_145974.1	1
NR_047469.1	1
NM_001322819.2	1
NR_126435.1	80
*	309
*	270
NR_165468.1	990
NM_001286837.3	1
NR_165467.1	1
NM_001378273.1	1
NM_001378272.1	1
NR_165466.1	1
*	1825
*	773
*	246
NM_001366305.2	1997
NM_001366306.2	1
NM_001366307.2	1
*	885
NM_002415.2	687
NR_038911.1	1
NM_001190470.2	1054
NM_001190702.2	1
NM_001190452.2	1110
NM_001190452.2	479
NM_001190708.2	1
NM_001190487.2	1
NM_001190702.2	1
