contig 	 read_length
NM_006397.3	982
NM_018244.5	797
NM_199487.3	1
NM_001184977.2	1
NM_001184977.2	364
NM_018244.5	1
NM_199487.3	1
NM_001330334.2	1551
NM_003797.5	1
NM_001308007.2	1
NM_005507.3	1890
NM_033251.2	531
NM_000977.4	1
NM_001243131.1	1
NM_000983.4	438
NM_002795.4	843
NR_104195.2	1
NM_031243.3	469
NM_002137.4	1
NM_001024.4	337
NM_003295.4	1267
NM_001286272.2	1
NM_001286273.2	1
*	542
NM_001190702.2	1512
NM_001190470.2	1
*	1963
NM_001960.7	1354
NM_001130053.5	1
NM_001330646.3	1
NM_001130057.4	1
NM_001289950.4	1
NM_001130055.4	1
NM_001195203.4	344
NM_080388.3	1271
NR_133645.2	1
NM_001317007.1	1
NM_001317008.2	1
NM_033418.4	2306
NM_001320199.2	1
NM_001320201.2	1
NM_001320051.2	154
NM_005433.4	542
NM_005433.4	228
NR_144568.1	768
NR_002819.4	1
NR_144567.1	1
*	342
NM_004374.4	705
NM_021104.2	758
NM_001035267.2	1
NM_001035267.2	113
NM_021104.2	1
NM_001350575.2	1
NM_001350578.2	1
NM_025029.5	601
NM_001330282.2	1
NM_003226.4	582
NM_001006.5	481
NM_002273.4	2044
NR_045962.2	1
NM_001256282.2	1
NM_001256293.2	1
NM_001256293.2	207
NM_001256282.2	1
NR_045962.2	1
NM_021104.2	965
NM_001350575.2	1
NM_001035267.2	1
NM_001035267.2	358
NM_021104.2	1
NM_001350578.2	1
NM_001350575.2	1
NM_001358516.2	878
NM_012094.5	1
NM_001330200.1	844
NM_000981.4	1
NM_017907.3	1111
NM_007363.5	1117
NM_001145408.2	1
NM_001145409.2	1
NM_001354927.2	1422
NM_001354928.2	1
NM_007126.5	1
NM_001172696.2	519
NM_001172695.2	1
NM_005726.6	1
NR_110438.1	1434
NM_024319.4	1046
NR_130975.2	1
NM_003329.4	394
NM_001244938.2	1
NM_000977.4	900
NM_033251.2	1
NM_001243131.1	1
NM_004642.4	1343
NM_001961.4	744
NM_001005.5	1094
NM_001260506.2	1
NM_001260507.2	1
NM_001256802.2	1
NM_001178017.3	737
NM_001079862.4	1
NM_001178041.4	1
NM_020548.9	1
NM_001178043.4	1
NM_001282636.3	1
NM_001308054.2	1112
NM_001291556.2	1
NM_004563.4	1
NM_013332.4	1321
NM_001098786.2	1
NM_013332.4	503
NM_001098786.2	1
NM_005234.4	1343
NM_001128917.2	1465
NM_006114.3	1
NM_001128916.2	1
NM_001190702.2	2961
NM_001190702.2	1105
NM_001660.4	3003
NM_001660.4	1049
NM_001081550.2	5842
NM_000989.4	1090
NM_000989.4	430
NM_000386.4	2344
NM_030763.3	1027
NM_002520.7	2157
NM_001355006.2	1
NM_001355007.2	1
NM_199185.4	1
NR_149149.2	1
NM_001367832.1	932
NM_002085.5	1
NM_001039847.3	1
NM_001039848.4	1
NM_002804.5	925
NM_021104.2	496
NM_001350575.2	1
NM_001350578.2	1
NM_001035267.2	1
NM_001330673.2	1236
NM_002789.6	1
NM_001330675.2	1
NM_001102667.2	1
NM_001330676.2	1
NM_015044.4	823
NM_003860.4	898
NM_001143985.1	1
NM_176869.3	1274
NM_006903.4	1
NM_001005.5	914
NM_001260506.2	1
NM_001256802.2	1
NM_153477.3	525
NM_004182.4	1
NR_045560.2	1
NR_045559.2	1
NM_006423.3	829
NM_001321207.2	1196
NM_015355.4	1
*	1352
NM_001037738.3	1323
NM_001355009.2	1
NM_000978.4	547
*	492
NM_001024.4	355
NM_203495.4	616
NM_203497.4	1
NM_001287394.2	1
NM_001287393.2	1
NM_001287392.2	1
NM_001021.6	598
NR_111943.2	1
NR_111944.3	1
NM_000661.5	1330
NM_001024921.4	1
NM_001195218.1	950
NM_016286.4	1
*	415
NM_001564.4	1308
NM_001199875.1	445
NM_001199877.2	1
NM_001199878.2	1
NM_001199876.1	1
NM_001018108.4	1
NM_144597.3	1890
NM_001127395.4	1
NM_001330130.2	1
NM_001330134.2	1
NM_145280.7	1
NM_001330137.2	1
NM_021220.4	363
NM_005997.3	1417
NM_001271087.2	1
*	459
NM_000989.4	353
NM_021170.4	1031
NM_001142467.2	1
*	568
NM_004579.5	2139
NM_001307990.2	1
NM_004579.5	441
NM_001307990.2	1
NM_021104.2	858
NM_001035267.2	1
NM_001350575.2	327
NM_001350578.2	1
NM_001035267.2	1
NM_021104.2	1
NM_000990.5	1102
NM_000990.5	337
NM_001256910.2	326
NM_004728.4	1
NM_018428.3	2126
NM_004757.4	577
NM_001142415.2	1
NM_001142416.2	1
NM_001625.4	1019
NM_001319140.2	1
NM_001319141.3	1
NM_013411.5	1
*	1960
NM_001319122.2	2214
NM_012100.4	1
NM_001319121.2	1
NM_001319119.2	1
NM_001319116.2	1
NM_001319118.2	1
NM_018698.5	2655
NM_001242617.2	1
NM_001242618.2	1
NM_000981.4	1139
NM_001330200.1	1
NM_001010.3	1235
NM_001044385.3	1835
NM_152388.4	1
NM_004039.3	1523
NM_001002858.3	1
NM_001136015.3	1
NM_001002857.2	1
NM_006519.4	874
NM_001291603.2	1
NM_001291602.2	1
NM_001291603.2	92
NM_001291602.2	1
NM_006519.4	1
NM_021120.4	2848
NM_001166278.2	1
NM_020730.3	1
NM_021120.4	141
NM_020730.3	1
NM_001166278.2	1
NM_181891.3	1592
NM_181887.3	1
NM_181889.2	1
NM_181888.3	1
NM_003340.6	1
NM_181886.3	1
*	294
NM_001142282.2	977
NM_001142284.2	1
NM_001142283.2	1
NM_033022.4	1
NM_001026.5	1
NM_001143936.2	610
*	875
NM_001865.5	769
NM_001366293.1	1
NM_001366292.3	1
NR_029466.2	1
NR_158784.1	1
NR_158783.1	1
NM_001366292.3	241
NM_022551.3	866
NR_135229.1	67
NM_022551.3	1
NM_172177.5	1175
NM_014050.4	1
NR_038159.2	1
NR_038160.2	1
NR_038161.2	1
NM_014050.4	292
NM_172177.5	1
NM_002792.4	1190
NM_003095.4	833
NM_002817.4	1490
NM_175932.3	1
NM_002431.4	2450
NM_001177963.2	1
NM_002431.4	1052
NM_001177963.2	1
NM_002952.4	1070
NM_006886.4	767
NR_037929.1	1
NR_037930.1	1
NM_001017.3	853
NM_001017.3	314
NM_024627.6	2507
*	1217
NM_004637.6	2156
NM_001032.5	621
NM_001032.5	205
NM_001351375.2	1
*	761
NR_037177.1	2020
NR_037178.1	1
NM_170746.4	815
NM_001321335.2	1
NM_005170.3	1485
NM_001301834.1	795
NM_001301836.2	1
NM_138425.4	1
NM_001301838.2	1
NM_138425.4	157
NM_001301838.2	1
NM_001301836.2	1
NM_203495.4	496
NM_203497.4	1
NM_001287393.2	1
NM_001287394.2	1
NM_001287392.2	1
NM_001697.3	1649
NM_001697.3	642
NM_001079862.4	1221
NM_001178043.4	1
NM_001282634.3	1
NM_001282633.3	1
NM_001178042.4	1
NM_020548.9	1
NM_001079862.4	479
NM_002966.3	1262
NM_002966.3	537
NM_001278255.1	3684
NM_017443.5	1
NR_027261.2	1
NM_017443.5	1545
NM_001278255.1	1
NR_027261.2	1
*	826
*	452
NM_007266.4	3297
NM_001145048.2	1
NM_001145047.2	1
NR_026735.2	1
NM_001145049.2	1
NM_007266.4	671
NM_001145047.2	1
NM_001402.6	607
NM_001130862.2	1419
NM_006479.5	1
NM_001130862.2	559
NM_006479.5	1
NM_001163424.2	564
NM_032731.4	834
NM_032731.4	334
NM_000990.5	664
NM_002798.3	673
NM_001270481.2	1
NM_001997.5	678
*	3000
NM_000978.4	427
NM_004939.3	3033
NM_080426.4	2059
NM_001077488.5	1
NM_001077489.4	1
NM_000516.7	1
NM_000516.7	193
NM_001077488.5	1
NM_001309842.2	1
NM_000998.5	169
NM_001239.4	1532
NM_001199189.2	1
NM_001319236.2	489
NM_000995.5	1
NM_001319232.2	1
NM_001319235.2	1
NM_033625.4	1
NM_001319234.1	1
NM_006645.3	1656
NM_006645.3	345
NM_001402.6	990
NM_152318.3	2402
NM_024813.3	1
NM_001145513.1	394
NM_001145514.1	1
NM_014766.5	1
NM_001145515.2	1
NR_002315.1	312
NM_001379046.1	1
NM_002107.7	1
NM_001379047.1	1
NM_001379043.1	1
NM_001379045.1	1
NM_001376751.1	2320
NM_001376745.1	1
NM_001376767.1	1
NM_001376777.1	1
NM_001376746.1	1
NM_001376760.1	1
NM_001376771.1	341
NM_007276.5	1803
NM_016587.4	1
NM_001322386.2	2866
NM_001114089.4	1
NM_001322391.2	1
NM_001322394.2	1
NM_001322388.2	1
NM_001322392.2	1
NM_000978.4	831
NM_000978.4	248
NM_001271736.2	601
NM_001271734.2	1
NM_016057.3	1
NR_073424.2	1
NM_001271735.2	1
NM_018407.6	391
*	794
NM_001011.4	1102
NR_046235.3	969
NR_003287.4	1
NR_003287.4	109
NR_046235.3	1
NM_001282232.1	899
NM_001282234.1	1
NM_002791.3	1
NM_001282233.1	1
NM_001300981.2	1159
NM_021130.5	1
NM_018834.6	5891
NM_001194955.2	1
NM_001194954.2	1
NM_199189.3	1
NM_001194956.2	364
NM_001282278.2	1
NM_001194954.2	1
NM_001031684.3	1903
NM_001363802.1	1
NM_001195446.2	1
NM_001031684.3	735
NM_001363802.1	1
NM_001195446.2	1
NM_006082.3	1705
NM_020151.4	3493
NM_001385622.1	1
NM_001360551.3	936
NM_001387341.1	1
NM_001387340.1	1
NM_001199864.3	1
NM_001387346.1	1
NM_001387344.1	1
NM_001289751.1	474
NM_001289750.1	1
NM_001289752.1	1
NM_000108.5	1
NM_006645.3	1496
NM_033643.3	631
NM_015414.4	1
NM_007284.4	1718
NM_004891.4	719
NM_001294145.2	297
NM_003142.5	1
NM_004774.4	2742
NM_004774.4	1138
NM_001226.4	1595
NR_133012.2	1
NM_007097.5	1313
NR_157088.2	1
NM_001834.5	1
NM_001330200.1	556
NM_000981.4	1
NM_001042679.2	2222
NM_175744.5	1
NM_001042678.2	1
NM_175744.5	974
NM_001042679.2	1
NM_001042678.2	1
NM_000981.4	862
NM_001330200.1	1
NM_001321952.2	948
NM_001023561.4	1
NM_001321954.2	1
NM_001321953.2	1
NM_001199817.2	448
NR_037669.2	1
NM_001199816.2	1
NM_024051.4	1
NM_001199815.2	1
NM_024067.4	1286
NM_001303039.2	1
NM_024067.4	486
NM_001303039.2	1
NM_014056.4	1411
NM_001099668.2	1
NM_001099669.2	1
NM_205767.3	752
NM_001308240.2	1
NM_001365761.2	1
NM_006708.3	1957
*	1771
NM_002824.6	623
NM_001330333.2	1
NM_022551.3	601
NM_001101.5	214
NM_001204064.2	435
NM_001386928.1	1
NM_145165.4	1
NM_006886.4	678
NR_037929.1	1
NR_037930.1	1
NM_021130.5	1071
NM_001300981.2	1
NM_016302.4	2697
NM_001173482.1	1
NM_016302.4	855
NM_001173482.1	1
NM_001386928.1	1120
NM_145165.4	1
NM_001386928.1	393
NM_145165.4	1
NM_001204064.2	1
NM_001204064.2	1
NM_001005.5	1677
NM_001260506.2	1
NM_001256802.2	1
NM_001005.5	742
NM_001260506.2	1
NM_001260507.2	1
NM_001256802.2	1
NM_001317805.2	2807
NM_001317804.2	1
NM_014294.6	1
NM_001177413.1	854
NM_001135592.2	1
NM_002954.6	1
NM_002954.6	263
NM_001177413.1	1
NM_001135592.2	1
NM_058173.3	998
NM_058173.3	354
NM_002654.6	2172
NM_001206798.3	1
NM_182470.4	1
NM_001206799.2	1
NM_182471.4	1
NM_001206796.3	1
NM_006476.5	663
NR_033759.2	1
NM_003440.4	2625
NM_001300778.2	1
NM_001300777.2	1
NM_001300776.2	1
NM_001277291.2	1
NM_001199112.2	865
NM_001199111.2	1
NM_005917.4	1
NM_001316374.2	1
NM_001349946.2	650
NM_001030.6	1
NM_001349947.2	1
NM_001030.6	93
NM_001349947.2	1
NM_001349946.2	1
NM_001350745.2	3471
NM_001278273.2	1
NM_182692.3	1
NM_182691.3	1
NM_001350742.2	1
NM_001350738.2	1
NM_001330200.1	931
NM_000981.4	1
NM_004396.5	4357
NM_001320596.3	1
NM_001320595.2	1
NM_001320597.2	1
NM_001320596.3	1734
NM_001320595.2	1
NM_004396.5	1
NM_004152.3	996
NM_001301020.1	1
NM_001001701.4	637
NM_001170330.1	1
NM_001387343.1	1571
NM_001387344.1	1
NM_004643.4	1
NM_001360552.2	1
NM_001387342.1	1
NM_001360551.3	1
*	1837
NM_001308963.2	2361
NR_110454.2	1
NR_034106.3	1
NR_110453.2	1
NR_034105.4	1
NR_034105.4	257
NR_110453.2	1
NM_003134.6	857
NM_001309434.1	1
NM_001826.3	874
NR_024163.2	1
NM_001077268.2	3148
NM_032850.5	1
NM_001258421.2	1
NM_001077268.2	1377
NM_032850.5	1
NM_001258421.2	1
NM_001258420.2	1
NM_004595.5	2586
NM_001258423.2	1
NM_004595.5	223
NM_001258423.2	1
NM_014828.4	2382
NM_001303523.2	1
NR_104010.2	1555
NM_004773.4	1
NR_104009.2	1
NM_001281433.2	1
NM_004773.4	650
NR_104009.2	1
NR_104010.2	1
NM_001030.6	441
NM_001349947.2	1
NM_001349946.2	1
*	1572
NM_001316921.2	2378
NM_001316919.1	1
NM_001316920.1	1
NM_016078.6	1
NM_001316922.2	1
NM_001316923.2	1
NM_001316920.1	275
NM_001366295.2	337
NM_001366297.2	1
NM_001323347.2	1
NM_001316361.3	1
NM_001366296.2	1
NM_003657.4	1
NM_004146.6	640
NM_002948.5	826
NM_001253379.2	1
NM_001253383.3	1
NM_001253380.2	1
NM_001253382.2	1
NM_001167672.3	2984
NM_001375455.1	1
NM_001375464.1	1
NM_001375460.1	1
NM_001375463.1	1
NM_001375459.1	1
NM_001375458.1	126
NM_001080501.3	1523
NR_038458.1	515
NM_002489.4	604
NM_002806.5	1692
NR_158967.2	1
NM_001366414.2	1
NM_001005.5	362
NM_001260507.2	1
NM_001788.6	313
NM_001375299.1	1
NM_001242956.1	1
NM_001011553.4	1
NM_001363715.2	1
NM_001382239.1	1315
NM_001382236.1	1
NR_167977.1	1
NM_001382243.1	1
NM_001136196.2	1
NM_013433.5	1
NM_053275.4	505
NM_001002.4	1
NM_001746.4	2626
NM_001363999.1	1
NM_001363998.1	1
NR_157048.1	1
NM_001363995.1	1
NM_001024649.2	1
NM_022366.3	1066
NM_000989.4	1035
NM_000989.4	411
NM_021103.4	551
NM_003295.4	1231
NM_001286272.2	1
NM_001286273.2	1
NM_001005413.1	1706
NM_007057.4	1
NM_032997.3	1
NM_001028.3	824
NM_080388.3	1211
NR_133645.2	1
NM_001317007.1	1
NM_001317008.2	1
NM_015641.4	1773
NM_152829.3	1
NM_198216.2	993
NM_003091.4	1
NM_003365.3	401
NM_004546.3	574
NM_000969.5	1375
NR_146333.1	1
NM_057180.3	1091
NM_016226.5	1
NM_001282150.2	1
NR_104100.2	1
NR_104099.2	1
NR_104101.2	1
NM_000976.4	1173
NM_000976.4	391
NM_002128.7	1259
NM_001363661.2	1
NM_001370339.1	1
NM_001313892.2	1
NM_001370341.1	1
NM_001370340.1	1
NM_001301016.3	1459
NM_001321211.2	1
NM_007040.6	1
NM_144732.5	1
NM_001321208.2	1
NM_001281425.2	275
NM_001281427.2	1
NM_007234.5	1
NM_024348.4	1
NM_001281426.2	1
NM_012423.4	1213
NR_026712.1	1
NR_073024.2	1
NM_001270491.2	1
NM_012423.4	275
NR_026712.1	1
NR_073024.2	1
NM_001258288.2	415
NM_001258289.2	1
NM_003944.4	1
NM_173808.3	6921
NM_001311202.2	167
NM_001311200.2	1
NM_001293.3	1
NM_001311199.2	1
NR_038446.1	252
NM_001311199.2	91
NM_001311200.2	1
NM_001311201.2	1
NR_125430.1	109
NM_001287593.1	1666
NM_001288.5	1
NM_001287594.3	1
NM_001288.5	172
NM_001287594.3	1
NM_001287593.1	1
NM_007209.4	454
NM_080651.4	1056
NM_000904.6	1386
NM_001318940.2	1
NM_001290221.2	1
*	2221
NM_004888.4	1125
NM_001016.4	453
NM_000982.4	968
NR_026911.1	1
NR_126105.2	436
NM_006793.5	1
NR_126106.2	1
NR_126103.2	1
NR_126102.2	1
NM_001302272.2	1
NM_004528.4	769
NM_000989.4	931
NM_000989.4	163
NM_012341.3	1175
*	178
NM_021104.2	933
NM_001035267.2	1
NM_001350575.2	1
NM_001350578.2	1
NM_001035267.2	373
NM_021104.2	1
NM_001350575.2	1
NM_002391.6	943
NM_001012334.2	1
NM_001270550.1	1
NM_001012333.3	1
NM_001270551.3	1
NR_073039.3	1
NM_001320589.2	346
NM_138448.4	1
NM_001320586.2	1
NM_001320587.2	1
NM_001320588.2	1
NM_002791.3	1022
NM_001282233.1	1
NM_001282232.1	1
NM_001282234.1	1
NM_001190702.2	330
NM_001030.6	542
NM_001349947.2	1
NM_001349946.2	1
*	2304
NM_001193397.2	2771
NM_178000.3	1
NM_021131.5	1
NM_178001.3	1
NM_001271832.2	1
NM_178003.3	1
NM_001330200.1	316
NM_000981.4	1
NM_006708.3	1938
NM_001018108.4	526
NM_001199877.2	1
NM_001199876.1	1
NM_001199875.1	1
NM_001199878.2	1
NR_037672.1	1
NM_033546.4	1074
NM_001144944.1	1
NM_001144945.1	1
NM_020199.3	407
NM_001010.3	1006
NM_000981.4	1032
NM_001330200.1	1
NM_002415.2	785
NR_038911.1	1
NM_002415.2	219
NR_038911.1	1
NM_183241.3	1687
NR_138077.2	1
NM_001329678.2	1
NR_138073.2	1
NR_138076.2	1
NR_138074.2	1
NM_001329678.2	630
NM_018321.4	406
NR_169875.1	1
NR_169876.1	1
NM_000993.5	360
NM_001020.6	1135
NM_001363860.2	1
NM_001321111.2	1
NM_001020.6	462
NM_001363860.2	1
NM_001321111.2	1
NM_002823.5	1145
NM_001099285.2	1
NM_002106.4	929
NM_002809.4	2307
NM_004357.5	1617
NM_139029.2	1
NM_001039490.2	1
NM_139030.4	1
*	1204
NM_079423.4	807
NM_021019.5	1
*	329
NM_001028.3	1052
NM_001028.3	279
*	1237
NM_002106.4	1006
NR_134465.2	456
NM_001318010.2	1
NR_134467.2	1
NR_160512.1	1
NR_134468.2	1
NR_134464.2	1
NM_003680.4	1187
NR_073024.2	484
NM_012423.4	1
NM_001270491.2	1
NR_026712.1	1
NR_003932.2	1
NM_170746.4	639
NM_001321335.2	1
NM_001136498.2	766
NM_000992.3	867
NM_001008703.4	933
NM_178508.6	1
NR_155741.2	1
NR_155742.2	1
NM_001008704.4	1
NM_001287396.3	1
NM_021130.5	1472
NM_001300981.2	1
NM_021130.5	662
NM_001300981.2	1
NM_001329401.2	1091
NM_001329399.2	1
NM_030938.5	1
NM_001329394.2	1
NM_001329402.2	1
NM_001329398.2	1
NM_014313.4	931
NM_021109.4	1297
NM_021109.4	536
NM_001278727.2	691
NM_001370236.1	1
NM_001370235.1	1
NM_001278728.2	1
NM_134440.3	1
NM_001370233.1	1
NM_001349098.2	1802
NM_001349096.2	1
NM_001349097.2	1
NM_001349099.2	1
NM_001349103.2	1
NM_001349104.2	1
NM_001349104.2	639
NM_021103.4	380
NM_004060.4	4247
NM_199246.2	1
NM_001364018.1	1
NM_001364015.1	1
NM_001364020.1	1
NM_001364021.1	1
NM_001364021.1	1799
NM_006408.4	1547
NM_002157.3	931
NM_002275.4	3189
NM_002275.4	1274
NM_021130.5	819
NM_001300981.2	1
NM_183323.3	1725
NM_182789.4	1
NM_006451.5	1
NM_001354073.1	1830
NM_001354076.1	1
NM_001354074.1	1
NM_004294.4	1
NM_022488.5	1319
NM_001278712.2	1
NM_001253382.2	1755
NM_002948.5	1
NM_001253380.2	1
NM_001253383.3	1
NM_001253379.2	1
NM_001253379.2	731
NM_001253383.3	1
NM_006306.4	4533
NM_001281463.1	1
NR_135167.2	1295
NM_002136.4	1
NM_031157.4	1
NR_002944.2	1
NM_016226.5	1080
NM_057180.3	1
NR_104100.2	1
NR_104099.2	1
NR_104101.2	1
NM_001282150.2	1
NM_016094.4	1987
NR_135149.2	1
NM_016094.4	336
NR_135149.2	1
NM_000984.6	891
NM_001100603.2	484
NM_006854.4	1
NM_001348030.2	2306
NM_001178121.2	1
NM_001012752.3	1
NM_001012751.3	1
NM_001178120.2	1
NM_001348032.2	1
NM_000999.4	652
NM_001035258.2	1
NM_001287031.2	1595
NM_013442.3	1
NM_001287032.1	1
NM_001287033.2	1
NM_001287032.1	199
NM_001287031.2	1
NM_001287033.2	1
NM_003134.6	1042
NM_001309434.1	1
NM_003134.6	83
NM_001309434.1	1
NM_001023.4	484
NM_001370412.2	438
NM_001376561.2	1
NM_001370411.2	1
NM_001370408.2	1
NM_001370413.2	1
NM_001376562.2	1
NM_002489.4	1029
NM_002489.4	212
NM_002823.5	925
NM_001099285.2	1
NM_002823.5	382
NM_001099285.2	1
*	412
NM_058216.3	1242
NM_001113202.2	894
NM_001113201.3	1
NM_005594.6	1
NM_001320193.2	1
NM_001365896.1	1
NM_001320194.2	1
*	1747
NM_001243609.1	1334
NR_045014.1	1
NM_001243612.1	1
NR_045012.1	1
NM_001243611.1	1
NM_001243610.1	1
NM_014176.4	1560
NM_001310326.2	1
NM_014176.4	149
NM_001310326.2	1
NM_004889.5	313
NM_001003714.4	1
NM_001039178.4	1
NM_001003713.4	1
NM_001319236.2	618
NM_000995.5	1
NM_001319235.2	1
NM_001319232.2	1
NM_033625.4	1
NM_001319234.1	1
NM_000984.6	305
NM_015942.5	1474
NM_001286643.1	1
NM_001362964.1	1
NM_024121.3	2819
NM_024051.4	2195
NM_001199816.2	1
NR_037669.2	1
NM_024051.4	982
NM_001199815.2	1
NM_001199816.2	1
NM_001199815.2	1
NM_203495.4	701
NM_203497.4	1
NM_001287393.2	1
NM_001287394.2	1
NM_001287392.2	1
*	296
NR_149151.2	945
NM_001355019.2	1
NM_002715.4	1
NM_001025.5	557
NM_001368866.1	1127
NM_004999.4	1
NM_001368137.1	1
NM_001300899.2	1
NR_160538.1	1
NM_001368138.1	1
NM_002634.4	1021
NM_001281715.2	1
NM_001281496.2	1
NM_000981.4	794
NM_001330200.1	1
NM_001382784.1	1388
NM_001382806.1	1
NM_001382786.1	1
NM_001382785.1	1
NM_001382802.1	1
NM_001382794.1	1
NM_002046.7	2293
NM_001289746.2	1
NM_001289745.3	1
NM_001357943.2	1
NM_001256799.3	1
NR_152150.2	150
NM_002046.7	1
NM_001007467.3	1956
NM_001258326.2	1
NM_014775.4	1
NM_001258325.1	1
NM_001258327.2	1
NM_005665.6	1637
NM_001377213.1	1
NM_001308248.2	1
NM_001377211.1	1
NM_001377210.1	1
NM_001350197.2	1
NM_001024947.4	1556
NM_030799.9	1
NM_001271732.2	1
NM_006136.3	1699
NM_001350615.2	2710
NM_001350616.2	1
NM_001190987.3	1
NM_001350609.2	1
NM_001350607.2	1
NR_146810.2	1
NM_001350607.2	876
NM_004888.4	667
NM_001010.3	307
NM_012423.4	284
NR_073024.2	1
NM_001270491.2	1
NR_026712.1	1
NR_003932.2	1
NM_004048.4	1116
NM_000978.4	625
NM_004559.5	1591
NM_024528.4	666
NM_001330169.2	406
NM_000075.4	1
NM_005981.5	1
NM_001330168.2	1
NM_007209.4	581
NM_004048.4	1098
NM_001006.5	1507
NM_007043.7	485
NM_001030.6	440
NM_001349946.2	1
NM_001349947.2	1
NM_001190702.2	854
NM_079423.4	454
NM_021019.5	1
NM_020409.3	1519
NM_020409.3	394
NR_073128.1	2080
NM_001271014.2	1
NM_004986.4	1
NM_001079522.2	1
NM_001079521.2	1
NR_073129.2	1
NM_004986.4	876
NM_021785.6	2230
NM_001172743.2	1
NM_001172739.2	1
NR_033348.2	1
NR_033349.2	1
NM_001172732.2	1
NM_002823.5	2286
NM_001099285.2	1
NM_002823.5	1076
NM_001099285.2	1
NM_001355283.3	481
NM_001387846.1	1
NM_001387845.1	1
NM_001355287.3	1
NM_002295.6	1
NM_001304288.2	1
*	398
NM_001030.6	395
NM_001349947.2	1
NM_001349946.2	1
NM_014891.7	1487
NM_014891.7	565
NM_007274.4	1566
NM_181864.3	1
NM_181866.3	1
NM_181865.3	1
NM_001363.5	1112
NR_110023.2	1
NM_001142463.3	1
NR_110022.2	1
NM_001288747.2	1
NR_110021.2	1
NM_001142463.3	355
NM_001330200.1	369
NM_000981.4	1
NM_004642.4	2149
NR_073008.2	1
NM_001270433.2	1
NR_073007.2	1
NM_001270434.2	1
NM_004642.4	198
NM_003133.6	2750
NM_001130440.2	1
NM_001130440.2	844
NM_003133.6	1
NM_000146.4	330
NM_002952.4	338
NM_002032.3	1061
NM_016199.3	742
NM_017914.4	912
NM_001320142.1	780
NM_001024662.3	297
NM_000970.6	1
NM_001320137.2	1
NM_001320139.2	1
NM_001024662.3	1
NM_001320140.2	1
NM_001037163.2	1039
NM_017873.4	1263
NM_001202403.2	1
NM_177999.3	1
NM_017873.4	510
NM_001202403.2	1
NM_177999.3	1
NM_007104.5	430
NM_001035267.2	545
NM_021104.2	1
*	816
NM_005022.4	867
NM_001375991.1	1
*	303
NM_001023.4	319
NM_000971.4	946
NM_001363737.2	1
NM_001330200.1	424
NM_000981.4	1
NM_144772.3	1021
NM_001330200.1	326
NM_000981.4	1
NM_004642.4	1352
NM_001270434.2	1
NM_001270433.2	1
NR_073008.2	1
NR_073007.2	1
NM_016139.4	1617
NM_001320327.2	1
NM_016139.4	687
NM_001320327.2	1
NM_001035006.5	1057
NM_001199341.3	1
NM_000985.5	1
NM_001199344.3	1
NM_001369557.1	1
NM_001199342.3	1
NM_001369562.1	267
NM_003226.4	602
NM_001146154.2	2764
NM_001371332.1	1
NM_001371325.1	1
NR_163921.1	1
NM_001371326.1	1
NM_001371327.1	1
NM_001166.4	493
NM_001256163.1	1
NM_001256166.2	1
*	677
NM_000984.6	396
NR_003572.2	1
NM_152928.3	2143
NM_152927.3	1
NR_037188.2	1
NM_152925.3	1
NM_152926.3	1
NM_001198863.2	1
NR_144568.1	1831
NR_144567.1	1
NR_002819.4	1
NR_144568.1	525
NR_144567.1	1
NR_145459.1	1
NR_002819.4	1
NM_014595.3	408
NM_001252377.2	1
NR_045513.2	1
NM_001012.2	1212
NM_001009.4	959
NM_001009.4	122
NM_021104.2	973
NM_001350575.2	1
NM_001350578.2	1
NM_001035267.2	1
NR_111943.2	443
NM_001021.6	1
NR_111944.3	1
*	240
NM_001005.5	912
NM_001260506.2	1
NM_001256802.2	1
NM_130906.3	1731
NM_032472.4	1
NM_130906.3	125
NM_032472.4	1
NM_003295.4	1372
NM_001286272.2	1
NM_001286273.2	1
NM_014206.4	380
NM_014320.3	952
NM_148906.3	2892
NM_148908.4	1
NM_001330580.2	1
NM_148905.4	1
NM_001350208.2	1
NM_148904.4	1
NM_148906.3	1169
NM_001242856.3	330
NR_164826.2	1
NM_001376564.2	1
NM_001370408.2	1
NR_163423.2	1
NM_001370413.2	1
NM_001009.4	1376
NM_001009.4	521
NM_001044385.3	1782
NM_152388.4	1
NM_001008388.5	640
NM_001865.5	609
NM_001366293.1	1
NM_001366292.3	1
NR_029466.2	1
NR_158784.1	1
NR_158783.1	1
*	914
NM_001344.4	923
NM_000981.4	910
NM_001330200.1	1
NM_004528.4	1360
NM_004528.4	514
NM_014463.3	669
NM_020673.3	1838
NM_021130.5	846
NM_001300981.2	1
NM_031263.4	1089
NM_001318188.2	1
NM_031262.4	1
NM_002140.5	1
NM_001318186.2	1
NM_001318187.2	1
NM_021074.5	872
NM_001379.4	805
NM_001318730.2	1
NM_001130823.3	1
NM_001318731.2	1
NM_014056.4	1401
NM_001099669.2	1
NM_001099668.2	1
NM_000978.4	870
NM_000978.4	205
NR_026673.1	1
NM_000993.5	554
NM_002623.4	960
NM_007358.4	372
NM_001164392.2	1
NM_001164393.2	1
NM_001164391.2	1
NM_001243789.2	1544
NM_001351238.2	1
NM_001351241.2	1
NM_001351239.2	1
NM_001243790.2	1
NM_001351258.2	1
NM_001351256.2	352
NM_006479.5	1795
NM_001130862.2	1
*	582
*	1099
NM_013388.6	2203
NR_138479.2	1
